YEAR,AMA,SECTOR,CATEGORY,PARENT WATER TYPE OR SECTOR,BUDGET ELEMENT,QUANTITY
2004,PINAL AMA,Indian,Supply,Surface Water,Surface Water,6400
2004,PINAL AMA,Indian,Supply,CAP,CAP,76840
2004,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,15127
2004,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,7189
2004,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,1766
2004,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,47
2004,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,864
2004,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1541
2004,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,50
2004,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,3490
2004,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1500
2004,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,8476
2004,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1557
2004,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,10688
2004,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,75
2004,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,97522
2004,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,8077
2004,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,68026
2004,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,9393
2004,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,173
2004,TUCSON AMA,Municipal,Supply,Effluent,Effluent,6279
2004,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,65181
2004,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,6466
2004,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,49538
2004,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,85
2004,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,400
2004,TUCSON AMA,Industrial,Supply,CAP,CAP,0
2004,TUCSON AMA,Industrial,Supply,Effluent,Effluent,95
2004,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,83733
2004,TUCSON AMA,Agricultural,Supply,Surface Water,Surface Water,167
2004,TUCSON AMA,Agricultural,Supply,CAP,CAP,6950
2004,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),16113
2004,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2004,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,1507
2004,TUCSON AMA,Indian,Supply,CAP,CAP,12752
2005,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,213256
2005,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,23850
2005,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,113555
2005,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,381461
2005,PHOENIX AMA,Municipal,Supply,CAP,CAP,279536
2005,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,15020
2005,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,18733
2005,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,206
2005,PHOENIX AMA,Municipal,Supply,Spill,Spill,59031
2005,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,37528
2005,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,14980
2005,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,21374
2005,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,83158
2005,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1742
2005,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,9788
2005,PHOENIX AMA,Industrial,Supply,CAP,CAP,1041
2005,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,61141
2005,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,256595
2005,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,219745
2005,PHOENIX AMA,Agricultural,Supply,CAP,CAP,58511
2005,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),42730
2005,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),124133
2005,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,28200
2005,PHOENIX AMA,Agricultural,Supply,Spill,Spill,11113
2005,PHOENIX AMA,Agricultural,Supply,Other,Other,1985
2005,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,93982
2005,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,159925
2005,PHOENIX AMA,Indian,Supply,Effluent,Effluent,1011
2005,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,24501
2005,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,79
2005,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,7109
2005,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,511
2005,PINAL AMA,Municipal,Supply,CAP,CAP,3134
2005,PINAL AMA,Municipal,Supply,Effluent,Effluent,313
2005,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,299
2005,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,15836
2005,PINAL AMA,Industrial,Supply,CAP,CAP,1630
2005,PINAL AMA,Industrial,Supply,Effluent,Effluent,1230
2005,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,309657
2005,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,123010
2005,PINAL AMA,Agricultural,Supply,CAP,CAP,265672
2005,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),109426
2005,PINAL AMA,Agricultural,Supply,Effluent,Effluent,2126
2005,PINAL AMA,Indian,Supply,Groundwater,Groundwater,60774
2005,PINAL AMA,Indian,Supply,Surface Water,Surface Water,16960
2005,PINAL AMA,Indian,Supply,CAP,CAP,72000
2005,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,14057
2005,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,6270
2005,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,1723
2005,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,29
2005,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,1548
2005,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1442
2005,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,54
2005,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,2091
2005,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1211
2005,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,8502
2005,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1449
2005,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,59
2005,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,12903
2005,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,82
2005,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,98811
2005,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,8743
2005,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,64909
2005,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,3848
2005,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,188
2005,TUCSON AMA,Municipal,Supply,Effluent,Effluent,8716
2005,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,70960
2005,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,5358
2005,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,51046
2005,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,70
2005,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,400
2005,TUCSON AMA,Industrial,Supply,CAP,CAP,0
2005,TUCSON AMA,Industrial,Supply,Effluent,Effluent,112
2005,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,68309
2005,TUCSON AMA,Agricultural,Supply,Surface Water,Surface Water,149
2005,TUCSON AMA,Agricultural,Supply,CAP,CAP,10990
2005,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),16400
2005,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,0
2005,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,941
2005,TUCSON AMA,Indian,Supply,CAP,CAP,13365
2006,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,223560
2006,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,29226
2006,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,128214
2006,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,448381
2006,PHOENIX AMA,Municipal,Supply,CAP,CAP,298523
2006,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),6066
2006,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,21271
2006,PHOENIX AMA,Municipal,Supply,Effluent,Direct Use Effluent,11929
2006,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,23956
2006,PHOENIX AMA,Municipal,Supply,Spill,Spill,4868
2006,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,33923
2006,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,8647
2006,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,21758
2006,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,86556
2006,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1742
2006,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,8513
2006,PHOENIX AMA,Industrial,Supply,CAP,CAP,1698
2006,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,62872
2006,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,312759
2006,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,212620
2006,PHOENIX AMA,Agricultural,Supply,CAP,CAP,56360
2006,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),10202
2006,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),104640
2006,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,30854
2006,PHOENIX AMA,Agricultural,Supply,Spill,Spill,1466
2006,PHOENIX AMA,Agricultural,Supply,Other,Other,1430
2006,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,74519
2006,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,147078
2006,PHOENIX AMA,Indian,Supply,CAP,CAP,2520
2006,PHOENIX AMA,Indian,Supply,CAP,GSF (CAP),12525
2006,PHOENIX AMA,Indian,Supply,Effluent,Effluent,0
2006,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,27941
2006,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,134
2006,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,9740
2006,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,347
2006,PINAL AMA,Municipal,Supply,CAP,CAP,3022
2006,PINAL AMA,Municipal,Supply,Effluent,Effluent,509
2006,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,302
2006,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,256
2006,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,17051
2006,PINAL AMA,Industrial,Supply,Surface Water,Surface Water,15
2006,PINAL AMA,Industrial,Supply,CAP,CAP,1462
2006,PINAL AMA,Industrial,Supply,Effluent,Effluent,1715
2006,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,327702
2006,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,88653
2006,PINAL AMA,Agricultural,Supply,CAP,CAP,261598
2006,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),139616
2006,PINAL AMA,Agricultural,Supply,Effluent,Effluent,2325
2006,PINAL AMA,Indian,Supply,Groundwater,Groundwater,61366
2006,PINAL AMA,Indian,Supply,Surface Water,Surface Water,13695
2006,PINAL AMA,Indian,Supply,CAP,CAP,78000
2006,PINAL AMA,Indian,Supply,CAP,GSF (CAP),6483
2006,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,16648
2006,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,7937
2006,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,1843
2006,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,32
2006,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,229
2006,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1360
2006,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,126
2006,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,2065
2006,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,782
2006,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,8155
2006,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1735
2006,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,39
2006,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,12827
2006,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,80
2006,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,96251
2006,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,10496
2006,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,59199
2006,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,6852
2006,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,210
2006,TUCSON AMA,Municipal,Supply,Effluent,Effluent,9951
2006,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,71876
2006,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,6690
2006,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,51562
2006,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,103
2006,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,400
2006,TUCSON AMA,Industrial,Supply,CAP,CAP,0
2006,TUCSON AMA,Industrial,Supply,Effluent,Effluent,84
2006,TUCSON AMA,Industrial,Supply,Effluent,Recovered Effluent,105
2006,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,63891
2006,TUCSON AMA,Agricultural,Supply,Surface Water,Surface Water,534
2006,TUCSON AMA,Agricultural,Supply,CAP,CAP,5450
2006,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),18794
2006,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,270
2006,TUCSON AMA,Agricultural,Supply,Other,Other,34
2006,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,984
2006,TUCSON AMA,Indian,Supply,CAP,CAP,10635
2007,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,191310
2007,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,33423
2007,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,58233
2007,PHOENIX AMA,Municipal,Supply,Groundwater,Remediation water,5596
2007,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,431509
2007,PHOENIX AMA,Municipal,Supply,CAP,CAP,318679
2007,PHOENIX AMA,Municipal,Supply,CAP,GSF (CAP),18651
2007,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,31803
2007,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,20667
2007,PHOENIX AMA,Municipal,Supply,Spill,Spill,10871
2007,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,48773
2007,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,12111
2007,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,31878
2007,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,104820
2007,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1817
2007,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,7601
2007,PHOENIX AMA,Industrial,Supply,CAP,CAP,2333
2007,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,72052
2007,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,192
2007,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,8253
2007,PHOENIX AMA,Industrial,Supply,Surface Water,Recovered Surface Water,2342
2007,PHOENIX AMA,Industrial,Supply,Other,Other,358
2007,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,323918
2007,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,174020
2007,PHOENIX AMA,Agricultural,Supply,CAP,CAP,47718
2007,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),13143
2007,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),127405
2007,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,35403
2007,PHOENIX AMA,Agricultural,Supply,Spill,Spill,1246
2007,PHOENIX AMA,Agricultural,Supply,Other,Other,26316
2007,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,68522
2007,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,161376
2007,PHOENIX AMA,Indian,Supply,CAP,CAP,4105
2007,PHOENIX AMA,Indian,Supply,CAP,GSF (CAP),13822
2007,PHOENIX AMA,Indian,Supply,Effluent,Effluent,1210
2007,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,32956
2007,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,373
2007,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,12572
2007,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,475
2007,PINAL AMA,Municipal,Supply,CAP,CAP,2646
2007,PINAL AMA,Municipal,Supply,Effluent,Effluent,112
2007,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,344
2007,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,267
2007,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,22163
2007,PINAL AMA,Industrial,Supply,CAP,CAP,1742
2007,PINAL AMA,Industrial,Supply,Effluent,Effluent,2000
2007,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,397313
2007,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,112482
2007,PINAL AMA,Agricultural,Supply,CAP,CAP,275919
2007,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),191407
2007,PINAL AMA,Agricultural,Supply,Effluent,Effluent,1657
2007,PINAL AMA,Indian,Supply,Groundwater,Groundwater,61926
2007,PINAL AMA,Indian,Supply,Surface Water,Surface Water,13982
2007,PINAL AMA,Indian,Supply,CAP,CAP,83476
2007,PINAL AMA,Indian,Supply,CAP,GSF (CAP),7004
2007,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,17022
2007,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,8327
2007,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,2072
2007,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,47
2007,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1562
2007,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,68
2007,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,2801
2007,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1068
2007,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,8667
2007,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1103
2007,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,54
2007,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,13325
2007,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,80
2007,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,59994
2007,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,6561
2007,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,27692
2007,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,6376
2007,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,413
2007,TUCSON AMA,Municipal,Supply,Effluent,Effluent,10671
2007,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,107695
2007,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,7643
2007,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,48342
2007,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,62
2007,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
2007,TUCSON AMA,Industrial,Supply,CAP,GSF (CAP),1028
2007,TUCSON AMA,Industrial,Supply,Effluent,Effluent,117
2007,TUCSON AMA,Industrial,Supply,Effluent,Recovered Effluent,106
2007,TUCSON AMA,Agricultural,Supply,Groundwater,Groundwater,73422
2007,TUCSON AMA,Agricultural,Supply,Surface Water,Surface Water,520
2007,TUCSON AMA,Agricultural,Supply,CAP,CAP,4635
2007,TUCSON AMA,Agricultural,Supply,CAP,GSF (CAP),23219
2007,TUCSON AMA,Agricultural,Supply,Effluent,Effluent,287
2007,TUCSON AMA,Agricultural,Supply,Other,Other,40
2007,TUCSON AMA,Indian,Supply,Groundwater,Groundwater,165
2007,TUCSON AMA,Indian,Supply,CAP,CAP,15484
2008,PHOENIX AMA,Municipal,Supply,Groundwater,Groundwater,198803
2008,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,32461
2008,PHOENIX AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,28756
2008,PHOENIX AMA,Municipal,Supply,Groundwater,Remediation water,5667
2008,PHOENIX AMA,Municipal,Supply,Surface Water,Surface Water,349073
2008,PHOENIX AMA,Municipal,Supply,CAP,CAP,304949
2008,PHOENIX AMA,Municipal,Supply,Effluent,Effluent,35240
2008,PHOENIX AMA,Municipal,Supply,Effluent,Weighted Exchange Effluent,9582
2008,PHOENIX AMA,Municipal,Supply,Spill,Spill,58203
2008,PHOENIX AMA,Municipal,Supply,CAP,Recovered CAP,57864
2008,PHOENIX AMA,Municipal,Supply,Effluent,Recovered Effluent,8303
2008,PHOENIX AMA,Municipal,Supply,Surface Water,Recovered Surface Water,21270
2008,PHOENIX AMA,Industrial,Supply,Groundwater,Groundwater,95826
2008,PHOENIX AMA,Industrial,Supply,Groundwater,Poor Quality GW,1969
2008,PHOENIX AMA,Industrial,Supply,Surface Water,Surface Water,6050
2008,PHOENIX AMA,Industrial,Supply,CAP,CAP,1868
2008,PHOENIX AMA,Industrial,Supply,Effluent,Effluent,71344
2008,PHOENIX AMA,Industrial,Supply,CAP,Recovered CAP,180
2008,PHOENIX AMA,Industrial,Supply,Effluent,Recovered Effluent,8210
2008,PHOENIX AMA,Industrial,Supply,Other,Other,719
2008,PHOENIX AMA,Agricultural,Supply,Groundwater,Groundwater,307582
2008,PHOENIX AMA,Agricultural,Supply,Surface Water,Surface Water,187914
2008,PHOENIX AMA,Agricultural,Supply,CAP,CAP,49561
2008,PHOENIX AMA,Agricultural,Supply,Effluent,GSF (EFFLUENT),2733
2008,PHOENIX AMA,Agricultural,Supply,CAP,GSF (CAP),128430
2008,PHOENIX AMA,Agricultural,Supply,Effluent,Effluent,30870
2008,PHOENIX AMA,Agricultural,Supply,Spill,Spill,15041
2008,PHOENIX AMA,Agricultural,Supply,Other,Other,28064
2008,PHOENIX AMA,Indian,Supply,Groundwater,Groundwater,77848
2008,PHOENIX AMA,Indian,Supply,Surface Water,Surface Water,134345
2008,PHOENIX AMA,Indian,Supply,CAP,CAP,4863
2008,PHOENIX AMA,Indian,Supply,CAP,GSF (CAP),31326
2008,PHOENIX AMA,Indian,Supply,Effluent,Effluent,0
2008,PINAL AMA,Municipal,Supply,Groundwater,Groundwater,33316
2008,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,319
2008,PINAL AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,13292
2008,PINAL AMA,Municipal,Supply,Surface Water,Surface Water,499
2008,PINAL AMA,Municipal,Supply,CAP,CAP,2662
2008,PINAL AMA,Municipal,Supply,Effluent,Effluent,341
2008,PINAL AMA,Municipal,Supply,CAP,Recovered CAP,23
2008,PINAL AMA,Municipal,Supply,Effluent,Recovered Effluent,134
2008,PINAL AMA,Industrial,Supply,Groundwater,Groundwater,24383
2008,PINAL AMA,Industrial,Supply,Surface Water,Surface Water,13
2008,PINAL AMA,Industrial,Supply,CAP,CAP,2236
2008,PINAL AMA,Industrial,Supply,Effluent,Effluent,1754
2008,PINAL AMA,Industrial,Supply,Effluent,Recovered Effluent,37
2008,PINAL AMA,Agricultural,Supply,Groundwater,Groundwater,427462
2008,PINAL AMA,Agricultural,Supply,Surface Water,Surface Water,147405
2008,PINAL AMA,Agricultural,Supply,CAP,CAP,287171
2008,PINAL AMA,Agricultural,Supply,CAP,GSF (CAP),146008
2008,PINAL AMA,Agricultural,Supply,Effluent,Effluent,2165
2008,PINAL AMA,Agricultural,Supply,CAP,Recovered CAP,27442
2008,PINAL AMA,Indian,Supply,Groundwater,Groundwater,62946
2008,PINAL AMA,Indian,Supply,Surface Water,Surface Water,9485
2008,PINAL AMA,Indian,Supply,CAP,CAP,78812
2008,PINAL AMA,Indian,Supply,CAP,GSF (CAP),5000
2008,PRESCOTT AMA,Municipal,Supply,Groundwater,Groundwater,13173
2008,PRESCOTT AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,4982
2008,PRESCOTT AMA,Municipal,Supply,Effluent,Effluent,2124
2008,PRESCOTT AMA,Municipal,Supply,Effluent,Recovered Effluent,29
2008,PRESCOTT AMA,Municipal,Supply,Surface Water,Recovered Surface Water,2331
2008,PRESCOTT AMA,Industrial,Supply,Groundwater,Groundwater,1362
2008,PRESCOTT AMA,Industrial,Supply,Surface Water,Surface Water,63
2008,PRESCOTT AMA,Agricultural,Supply,Groundwater,Groundwater,3256
2008,PRESCOTT AMA,Agricultural,Supply,Effluent,Recovered Effluent,1103
2008,SANTA CRUZ AMA,Municipal,Supply,Groundwater,Water withdrawn from wells,8125
2008,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Water withdrawn from wells,1575
2008,SANTA CRUZ AMA,Industrial,Supply,Groundwater,Poor Quality GW,55
2008,SANTA CRUZ AMA,Agricultural,Supply,Groundwater,Water withdrawn from wells,15175
2008,SANTA CRUZ AMA,Agricultural,Supply,Effluent,Effluent,74
2008,TUCSON AMA,Municipal,Supply,Groundwater,Groundwater,54487
2008,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Excess,4402
2008,TUCSON AMA,Municipal,Supply,AWS Groundwater Accounting,Groundwater Allowance Pumping,27969
2008,TUCSON AMA,Municipal,Supply,Groundwater,Remediation water,8105
2008,TUCSON AMA,Municipal,Supply,Surface Water,Surface Water,585
2008,TUCSON AMA,Municipal,Supply,CAP,CAP,503
2008,TUCSON AMA,Municipal,Supply,Effluent,Effluent,10179
2008,TUCSON AMA,Municipal,Supply,CAP,Recovered CAP,103548
2008,TUCSON AMA,Municipal,Supply,Effluent,Recovered Effluent,8418
2008,TUCSON AMA,Industrial,Supply,Groundwater,Groundwater,48965
2008,TUCSON AMA,Industrial,Supply,Groundwater,Poor Quality GW,611
2008,TUCSON AMA,Industrial,Supply,Surface Water,Surface Water,0
